type,summary,product,comp,assignee,status,resolution,updated
,Can't stop some automatic connections        ,Firefox        ,Settings UI        ,nobody        ,UNCO        ,---        ,2022-10-11    
,[e10s] tabs are blank after changing to a different tab & back        ,Firefox        ,Tabbed Browser        ,nobody        ,UNCO        ,---        ,2022-10-11    
,Firefox shows a separate PDF and Portable Document Format option and refuses to open a PDF file        ,Firefox        ,File Handling        ,nobody        ,UNCO        ,---        ,2022-01-07    
,Independent options have an UI dependency        ,Firefox        ,Settings UI        ,nobody        ,UNCO        ,---        ,2022-10-11    
,"The ""Wait"" button in the ""A web page is slowing down your browser. What would you like to do?"" dialog seems to be not consequent        ",Firefox        ,General        ,nobody        ,UNCO        ,---        ,2022-10-11    
,"Mozilla build system fails with ""Cannot find the WinRT headers in the Windows SDK directory"" when Win10 WDK is installed        ",Firefox Build System        ,General        ,nobody        ,UNCO        ,---        ,2022-10-11    
,Regression in site render time during boot on Firefox 49        ,Core        ,Layout        ,nobody        ,UNCO        ,---        ,2022-10-11    
,Postscript Printing output does not contain UserID when printing from Firefox        ,Core        ,Printing: Output        ,nobody        ,UNCO        ,---        ,2022-10-11    
,[e10s] Favicon shows spinner when moving a tab with the new tab page to a new window        ,Firefox        ,Tabbed Browser        ,nobody        ,UNCO        ,---        ,2022-10-11    
,TB ignores KDE settings about web browser and prefers every installed browser over firefox        ,Thunderbird        ,OS Integration        ,nobody        ,UNCO        ,---        ,2022-10-11    
,"""Check Now"" button about update missing on Preferences        ",Firefox        ,Settings UI        ,nobody        ,UNCO        ,---        ,2022-10-11    
,"about:restoresession on startup when previous session was ended with ""Alt-F4""        ",Firefox        ,Session Restore        ,nobody        ,UNCO        ,---        ,2022-10-11    
,Firefox does not load/save cookie exceptions to/from permissions.sqlite        ,Core        ,Permission Manager        ,nobody        ,UNCO        ,---        ,2022-10-11    
,Closing tabs frequently resulting in ~0.1px wide ghost tabs        ,Firefox        ,Tabbed Browser        ,nobody        ,UNCO        ,---        ,2022-10-11    
,[Feature] deactivate images zoom on mouseover via preferences for coping with sensory processing issues        ,Firefox        ,General        ,nobody        ,UNCO        ,---        ,2022-10-11    
,"No Narrator option in Reader View in Firefox 50, 51 on Kubuntu 15.10, 16.04, 16.10        ",Core        ,Web Speech        ,nobody        ,UNCO        ,---        ,2022-10-11    
,"Moving tabs between Firefox Windows is highly buggy, especially since e10s        ",Firefox        ,Tabbed Browser        ,nobody        ,UNCO        ,---        ,2022-10-11    
,Mac Firefox 50.0.1 will only print portrait not landscape regardless of settings        ,Core        ,Printing: Output        ,nobody        ,UNCO        ,---        ,2022-10-17    
,"[UX] Add ""Preview"" button to Firefox print dialog        ",Core        ,Print Preview        ,nobody        ,UNCO        ,---        ,2022-10-11    
,Firefox 50.0.2 duplex printing doesn't work        ,Core        ,Printing: Setup        ,nobody        ,UNCO        ,---        ,2022-10-11    
,Proxy config remembered only if one enables storing logins GLOBALLY        ,Firefox        ,Settings UI        ,nobody        ,UNCO        ,---        ,2022-10-11    
,Firefox/Thunderbird crash and hang forever on shutdown if profile folder is located on SMB/CIFS storage        ,Firefox        ,Session Restore        ,nobody        ,UNCO        ,---        ,2022-10-11    
,Firefox crash reports are not processed        ,Toolkit        ,Crash Reporting        ,nobody        ,UNCO        ,---        ,2022-10-11    
,Hotkey overlap using non-qwerty layout        ,Firefox        ,Keyboard Navigation        ,nobody        ,UNCO        ,---        ,2022-10-11    
,Firefox show misleading/wrong message after update has finished        ,Firefox        ,General        ,nobody        ,UNCO        ,---        ,2022-10-10    
,scrollbar slider visibility        ,Firefox        ,Theme        ,nobody        ,UNCO        ,---        ,2022-10-11    
,Clickable areas on tabs doesn't extended to the top of the screen on 4k monitors.        ,Firefox        ,Tabbed Browser        ,nobody        ,UNCO        ,---        ,2022-10-11    
,"Delete cookies when exiting firefox, generated WIN10 Error ID 10016 DistributedCOM        ",Firefox        ,Settings UI        ,nobody        ,UNCO        ,---        ,2022-10-11    
,Firefox doesn't save print settings for Zebra LP2844        ,Core        ,Printing: Setup        ,nobody        ,UNCO        ,---        ,2022-10-11    
,"the ""Firefox prevented this site from opening a pop-up window."" icon needs to be updated for HiDPI displays        ",Toolkit        ,Notifications and Al        ,nobody        ,UNCO        ,---        ,2022-10-11    
,Bookmark Toolbar Separators not consistent in appearance on mixed-DPI (custom devpixelsperpx) setup        ,Firefox        ,Theme        ,nobody        ,UNCO        ,---        ,2022-10-11    
,"With Firefox 50.1.0 in KDE environment, auto detect proxy settings do not work        ",Firefox        ,Settings UI        ,nobody        ,UNCO        ,---        ,2022-10-11    
,Cookies not selectable for deletion        ,Firefox        ,Settings UI        ,nobody        ,UNCO        ,---        ,2022-10-11    
,Fullscreen warning box tries to hide when I move mouse above it        ,Firefox        ,General        ,nobody        ,UNCO        ,---        ,2022-10-11    
,"When using multiple profiles, update preferences are grayed out without any explanation        ",Firefox        ,Settings UI        ,nobody        ,UNCO        ,---        ,2022-10-11    
,Closed windows in History panel don't show the number of tabs unless hovered        ,Firefox        ,Tabbed Browser        ,nobody        ,UNCO        ,---        ,2022-10-11    
,Context menu doesn't always show all items that mention selected text        ,Firefox        ,Menus        ,nobody        ,UNCO        ,---        ,2022-10-11    
,Ctrl+DragTab vs pinned tabs 3 - It's possible to accidentally scroll tabs strip while reordering pinned tabs        ,Firefox        ,Tabbed Browser        ,nobody        ,UNCO        ,---        ,2022-10-11    
,Drag tab outside of window with Ctrl pressed should duplicate the tab in the new window        ,Firefox        ,Tabbed Browser        ,nobody        ,UNCO        ,---        ,2022-10-11    
,PDF.js doesn't scroll page into view if I try to navigate to the same anchor        ,Firefox        ,PDF Viewer        ,nobody        ,UNCO        ,---        ,2022-10-11    
,"Switching F11 fullscreen causes toolbars twitching every time if I disabled ""Hide toolbars""        ",Firefox        ,General        ,nobody        ,UNCO        ,---        ,2022-10-11    
,Website options window > more information (UI bug)        ,Firefox        ,Page Info Window        ,nobody        ,UNCO        ,---        ,2022-10-10    
,Selected tab color does not look good in dev theme        ,Firefox        ,Theme        ,nobody        ,UNCO        ,---        ,2022-10-11    
,Restore read position in PDF documents after a crash        ,Firefox        ,PDF Viewer        ,nobody        ,UNCO        ,---        ,2022-03-09    
,"""List all tabs"" dropdown scrolling arrow buttons state does not update        ",Firefox        ,Tabbed Browser        ,nobody        ,UNCO        ,---        ,2022-10-11    
,mach environment parser fails when encountering certain variable assignments        ,Firefox Build System        ,Mach Core        ,nobody        ,UNCO        ,---        ,2022-10-11    
,[Windows 10] Discovered a Possible Cortana Forced-Edge Workaround        ,Firefox        ,General        ,nobody        ,UNCO        ,---        ,2022-10-11    
,Saved tabs open different links when firefox reopened        ,Firefox        ,Tabbed Browser        ,nobody        ,UNCO        ,---        ,2022-10-11    
,pop-up blocker should honor wildcards        ,Firefox        ,General        ,nobody        ,UNCO        ,---        ,2022-10-11    
,mozregression can't handle restarted firefox        ,Testing        ,mozregression        ,nobody        ,UNCO        ,---        ,2022-10-11    
,Firefox doesn't print properly        ,Core        ,Printing: Output        ,nobody        ,UNCO        ,---        ,2022-10-18    
,Shortcut for History opens along with the window I'm trying to open when I'm using Alt S in online work application.  This started today after Firefox update.        ,Firefox        ,Keyboard Navigation        ,nobody        ,UNCO        ,---        ,2022-10-11    
,"Don't assume ""uninstall"" means ""install""        ",Firefox Build System        ,Mach Core        ,nobody        ,UNCO        ,---        ,2022-10-11    
,"Accel keys in Page Info Media panel are both ""A"" for ""Save As"" and ""Select All""        ",Firefox        ,Keyboard Navigation        ,nobody        ,UNCO        ,---        ,2022-10-11    
,Cannot have Firefox and Firefox Developer Edition open at the same time        ,Firefox        ,Settings UI        ,nobody        ,UNCO        ,---        ,2022-10-17    
,[e10s] MenuPopUp not visible on Windows 7 with Firefox 50 or greater        ,Core        ,XUL        ,nobody        ,UNCO        ,---        ,2022-10-11    
,History Dropdown Menu Needs Section Labels        ,Firefox        ,Menus        ,nobody        ,UNCO        ,---        ,2022-10-11    
,Firefox windows go blank when moving across screens with different scale levels on Windows 10        ,Core        ,Graphics        ,nobody        ,UNCO        ,---        ,2022-10-11    
